npi,np_last_orgname,np_entity_code,np_city,np_state,p_type,place_of_service,HCPCS,hcpcs_description,unique_beneficiary,bene_day_srvc_cnt,avg_medicare_allowed,avg_medicare_pymt,ZIP
1295748531,EMORY CLINIC INC,O,ATLANTA,GA,Ambulatory Surgical Center,F,43238,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,25,27,566.12592593,428.36185185,30322
1295748531,EMORY CLINIC INC,O,ATLANTA,GA,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,15,16,569.528125,446.506875,30322
1295748531,EMORY CLINIC INC,O,ATLANTA,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,36,579.73472222,445.20222222,30322
1295748531,EMORY CLINIC INC,O,ATLANTA,GA,Ambulatory Surgical Center,F,43254,"Removal of tissue lining of esophagus, stomach, and/or upper small bowel using an endoscope",15,21,517.91190476,406.04095238,30322
1295748531,EMORY CLINIC INC,O,ATLANTA,GA,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",68,69,587.9,457.24753623,30322
1295748531,EMORY CLINIC INC,O,ATLANTA,GA,Ambulatory Surgical Center,F,43270,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",11,13,587.9,460.91,30322
1295776920,ROSE AMBULATORY SURGERY CENTER LP,O,DENVER,CO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,60,613.53433333,479.59216667,80220
1295790327,"ENDOSCOPY OF PLANO, LP",O,PLANO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,36,605.34,472.62277778,75075
1295897585,FOLSOM SIERRA ENDOSCOPY CENTER LP,O,FOLSOM,CA,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,51,60,809.38,634.55,95630
1295911154,"CENTRAL OHIO ENDOSCOPY CENTER, LLC",O,DUBLIN,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,61,69,596.51,461.33956522,43016
1295948339,"WILMINGTON GASTROENTEROLOGY ENDOSCOPY CENTER, INC",O,WILMINGTON,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,18,570.53,447.29,28403
1295948339,"WILMINGTON GASTROENTEROLOGY ENDOSCOPY CENTER, INC",O,WILMINGTON,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,570.53,447.29,28403
1306005343,"DIGESTIVE HEALTH SPECIALISTS, PA",O,WINSTON SALEM,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,14,543.69357143,426.25357143,27103
1306201124,"CHRISTUS SANTA ROSA OUTPATIENT SURGERY - NEW BRAUNFELS, LP",O,SAN MARCOS,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,29,31,598.64,469.33,78666
1306201124,"CHRISTUS SANTA ROSA OUTPATIENT SURGERY - NEW BRAUNFELS, LP",O,SAN MARCOS,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,20,598.64,469.33,78666
1306263983,"GCSA AMBULATORY SURGERY CENTER, LLC",O,LIVE OAK,TX,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",12,12,565.81,443.6,78233
1306263983,"GCSA AMBULATORY SURGERY CENTER, LLC",O,LIVE OAK,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,19,565.81,429.80631579,78233
1306263983,"GCSA AMBULATORY SURGERY CENTER, LLC",O,LIVE OAK,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",24,26,554.92923077,435.06923077,78233
1306263983,"GCSA AMBULATORY SURGERY CENTER, LLC",O,LIVE OAK,TX,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",16,16,565.81,443.6,78233
1306283957,MICHIGAN ENDOSCOPY CENTER AT PROVIDENCE PARK,O,NOVI,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,13,590.85,463.23,48374
1306833009,SOUTH BROWARD ENDOSCOPY L L C,O,COOPER CITY,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,28,601.56,458.41857143,33026
1306851902,SPECIALTY SURGICAL CENTER OF IRVINE LP,O,IRVINE,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,14,674.04,528.45,92618
1306905815,"UAS MANAGEMENT, INC.",O,MERCED,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,21,711.22,557.6,95340
1306963020,BATTLE CREEK ENDOSCOPY & SURGERY,O,BATTLE CREEK,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,15,612.61,480.29,49015
1316043631,"VIA CHRISTI CLINIC, PA",O,WICHITA,KS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,15,566.48,444.12,67208
1316094824,CAPE AND ISLANDS ENDOSCOPY CENTER LLC,O,HYANNIS,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,39,39,691.5,526.31717949,02601
1316133044,"NORTH MEMORIAL AMBULATORY SURGERY CENTER AT MAPLE GROVE, LLC",O,MAPLE GROVE,MN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,40,44,643.43,496.49954545,55369
1316191430,LAREDO DIGESTIVE HEALTH CENTER LLC,O,LAREDO,TX,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,14,17,525.51529412,399.18176471,78041
1316191430,LAREDO DIGESTIVE HEALTH CENTER LLC,O,LAREDO,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",24,24,530.16,406.15416667,78041
1316192826,EL DORADO SURGERY CENTER LLC,O,PLACERVILLE,CA,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",19,19,681.58315789,514.92631579,95667
1316192826,EL DORADO SURGERY CENTER LLC,O,PLACERVILLE,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",27,28,809.38,621.36535714,95667
1316350275,"ORCHARD SURGICAL CENTER, LLC",O,SALEM,NH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,27,28,604.42,468.74607143,03079
1316359532,"LONE STAR ENDOSCOPY CENTER, LLC",O,FLOWER MOUND,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,92,104,605.34,458.52798077,75022
1316900830,BAYONET POINT SURGERY CENTER LTD,O,HUDSON,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,45,573.00177778,445.966,34667
1316910086,GREENVILLE ASC LLC,O,GREENVILLE,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,18,589.51,462.18,29615
1316940539,GRAND ISLAND SURGICAL CENTER LLC,O,GRAND ISLAND,NE,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,21,570.98,434.34666667,68803
1316946106,CHARLESTON ENDOSCOPY CENTER,O,CHARLESTON,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,34,35,566.51971429,430.886,29414
1316946106,CHARLESTON ENDOSCOPY CENTER,O,CHARLESTON,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",19,19,559.60578947,438.72315789,29414
1316946106,CHARLESTON ENDOSCOPY CENTER,O,CHARLESTON,SC,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",18,18,558.76555556,414.35666667,29414
1316947609,"AMARILLO ENDOSCOPY CENTER, LP",O,AMARILLO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,65,554.25,430.76015385,79124
1316949415,"NEWPORT BEACH SURGERY CENTER, L P",O,NEWPORT BEACH,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",89,90,674.04,518.89755556,92663
1326004110,GROSSMONT SURGERY CENTER LP,O,LA MESA,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,16,687.79,521.295,91942
1326047937,WEST SHORE ENDOSCOPY CENTER LLC,O,CAMP HILL,PA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",29,29,529.02586207,414.7637931,17011
1326054172,FORT SANDERS WEST OP SURGERY CENTER,O,KNOXVILLE,TN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,25,524.8,398.9980000000001,37922
1326114364,"ACADIANA ENDOSCOPY CENTER, INC.",O,LAFAYETTE,LA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,17,542.2,407.14941176,70503
1326114869,"EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY, LLC",O,EL PASO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,30,547.04,420.44733333,79902
1326119157,"DEAN HEALTH SYSTEMS, INC.",O,MADISON,WI,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,13,17,618.86647059,476.75764706,53715
1326119157,"DEAN HEALTH SYSTEMS, INC.",O,MADISON,WI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,150,188,635.92420213,483.27707447,53715
1336103001,PERKINS PLAZA AMBULATORY SURGERY CENTER LLC,O,BATON ROUGE,LA,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,12,12,546.89,392.1875,70808
1336104926,ATLANTA SURGERY CENTER LTD,O,ATLANTA,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,43,587.9,455.06767442,30328
1336144617,SWEETWATER SURGERY CENTER LLC,O,ROCK SPRINGS,WY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,25,583.55,457.4016,82901
1336159284,"HOWARD COUNTY GASTROINTESTINAL DIAGNOSTIC CTR, LLC",O,COLUMBIA,MD,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,20,595.84,463.0565,21044
1336218825,"CENTRAL OHIO ENDOSCOPY CENTER, LLC",O,COLUMBUS,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,27,596.51,467.67,43213
1336231059,CENTINELA VALLEY ENDOSCOPY CENTER INC.,O,INGLEWOOD,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,19,691.32,541.76473684,90301
1336231059,CENTINELA VALLEY ENDOSCOPY CENTER INC.,O,INGLEWOOD,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,20,691.32,539.4265,90301
1336246099,"VALLEY BAPTIST AMBULATORY SURGERY CENTER, LLC",O,HARLINGEN,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",59,61,554.61,430.10163934,78550
1336247642,PASADENA ENDOSCOPY CENTER INC,O,PASADENA,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,691.32,542.0,91105
1336272657,"ARIZONA DIGESTIVE CENTER, P.C.",O,SCOTTSDALE,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,14,612.67,476.11214286,85260
1336375930,"JACKSON SURGERY CENTER, LLC",O,MONTGOMERY,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,60,65,527.49092308,391.78876923,36106
1336391085,MEMORIAL HERMANN SURGERY CENTER KINGSLAND LLC,O,KATY,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,17,599.01,461.09705882,77450
1336437482,"HEALTHONE RIDGE VIEW ENDOSCOPY CENTER, LLC",O,LONE TREE,CO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,27,618.69,484.66333333,80124
1336459353,LONE STAR ENDOSCOPY CENTER LLC,O,KELLER,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,139,151,588.93377483,444.30516556,76248
1346203528,HEALTHTEXAS PROVIDER NETWORK,O,PLANO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,72,81,605.34,461.88160494,75093
1346208642,BRAWLEY ENDOSCOPY & SURGERY MED CTR,O,EL CENTRO,CA,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,26,34,568.67,445.84,92243
1346208642,BRAWLEY ENDOSCOPY & SURGERY MED CTR,O,EL CENTRO,CA,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,34,51,568.67,445.84,92243
1346237237,LUFKIN ENDOSCOPY CENTER LTD,O,LUFKIN,TX,Ambulatory Surgical Center,F,43220,Balloon dilation of esophagus using an endoscope,25,27,541.07,418.09333333,75904
1346237237,LUFKIN ENDOSCOPY CENTER LTD,O,LUFKIN,TX,Ambulatory Surgical Center,F,43246,Insertion of stomach tube using an endoscope,16,17,541.07,415.76058824,75904
1346237237,LUFKIN ENDOSCOPY CENTER LTD,O,LUFKIN,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,36,541.07,389.85944444,75904
1346237237,LUFKIN ENDOSCOPY CENTER LTD,O,LUFKIN,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",18,18,541.07,408.25888889,75904
1346244845,LAKELAND SURGICAL & DIAGNOSTIC CENTER LLP,O,LAKELAND,FL,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,547.37,429.14,33805
1346244845,LAKELAND SURGICAL & DIAGNOSTIC CENTER LLP,O,LAKELAND,FL,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",11,11,547.37,429.14,33805
1346244845,LAKELAND SURGICAL & DIAGNOSTIC CENTER LLP,O,LAKELAND,FL,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,12,12,547.37,401.545,33805
1346248440,"DALLAS SURGICAL PARTNERS, LLC",O,DALLAS,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,49,599.16306122,441.15469388,75246
1346265287,CCHC ENDOSCOPY CENTER INC,O,NEW BERN,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,69,75,564.08,442.23,28562
1346265287,CCHC ENDOSCOPY CENTER INC,O,NEW BERN,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",26,27,553.63407407,434.04074074,28562
1346288032,ENDOSCOPY CENTER AT RIDGE PLAZA LP,O,MCALLEN,TX,Ambulatory Surgical Center,F,43246,Insertion of stomach tube using an endoscope,16,16,550.05,431.24,78503
1346303039,CONCORD ENDOSCOPY CENTER LLC,O,CONCORD,NH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,73,80,614.98,472.4045,03301
1346349164,SOUTHERN ALABAMA SURGERY CENTER LLC,O,DOTHAN,AL,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,12,12,510.43,400.17,36301
1346349164,SOUTHERN ALABAMA SURGERY CENTER LLC,O,DOTHAN,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,106,108,508.06694444,391.33527778,36301
1346386604,DIGESTIVE HEALTH CENTER LLC,O,AKRON,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,21,557.93,401.49190476,44320
1346497989,"GRANT SCOPE CENTER, LLC",O,COLUMBUS,OH,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,17,596.51,463.32764706,43215
1346693124,VILLAGES ENDOSCOPY CENTER LLC,O,SUMMERFIELD,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",27,27,546.43,428.39740741,34491
1356314249,COLUMBIA ASC LLC,O,COLUMBIA,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,12,555.77,407.99416667,29204
1356321293,"THE SURGERY CENTER, LLC",O,OXFORD,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,56,61,525.13,394.71147541,36203
1356359632,"ENDOSCOPY CENTER OF NORTH MISSISSIPPI,LLC",O,OXFORD,MS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,40,43,532.46,417.0172093000001,38655
1356359632,"ENDOSCOPY CENTER OF NORTH MISSISSIPPI,LLC",O,OXFORD,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,514.71133333,359.37333333,38655
1356369755,"MADISON SURGERY CENTER, LLC",O,MADISON,AL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,48,51,561.92,439.06156863,35758
1356369755,"MADISON SURGERY CENTER, LLC",O,MADISON,AL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",18,18,546.31111111,428.31222222,35758
1356369755,"MADISON SURGERY CENTER, LLC",O,MADISON,AL,Ambulatory Surgical Center,F,43270,"Destruction of growths on esophagus, stomach, and/or upper small bowel using an endoscope",11,11,561.92,394.65181818,35758
1356396857,"HOLSTON VALLEY AMBULATORY SURGERY CENTER, LLC",O,KINGSPORT,TN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,55,56,516.89,389.64910714,37660
1356407332,ALAMEDA SURGERY CENTER LP,O,BURBANK,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,19,691.32,542.0,91505
1356411144,GEISINGER CLINIC,O,STATE COLLEGE,PA,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",35,35,591.85885714,464.01742857,16803
1356411144,GEISINGER CLINIC,O,STATE COLLEGE,PA,Ambulatory Surgical Center,F,43238,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,18,21,597.69238095,468.59095238,16803
1356411144,GEISINGER CLINIC,O,STATE COLLEGE,PA,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,14,14,590.40357143,462.87642857,16803
1356421853,PINEHURST MEDICAL CLINIC INC,O,PINEHURST,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,30,519.08,401.73800000000006,28374
1356421853,PINEHURST MEDICAL CLINIC INC,O,PINEHURST,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",61,63,546.4,421.78539683,28374
1356421853,PINEHURST MEDICAL CLINIC INC,O,PINEHURST,NC,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",12,13,546.4,403.72,28374
1356490817,"CHRISTUS CABRINI SURGERY CENTER, LLC",O,ALEXANDRIA,LA,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",16,16,494.895,361.235625,71301
1356654610,ENDO-SURGICAL CENTER OF FLORIDA,O,ORLANDO,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,22,24,567.51,427.94291667,32825
1366422479,VALLEY ENDOSCOPY CENTER LP,O,TARZANA,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",15,15,691.32,542.0,91356
1366446189,"PARKWAY SURGERY CENTER, LLC.",O,HENDERSON,NV,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,19,636.94473684,491.80789474,89074
1366449910,"OREGON ENDOSCOPY CENTER, LLC",O,SPRINGFIELD,OR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,49,58,647.07793103,499.29568966,97477
1366449910,"OREGON ENDOSCOPY CENTER, LLC",O,SPRINGFIELD,OR,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,658.43,516.21,97477
1366456618,SKYWAY SURGERY CENTER. LLC,O,CHICO,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,16,658.61,484.629375,95928
1366484404,"MID DAKOTA CLINIC, PC",O,BISMARCK,ND,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,46,495.05217391,387.20869565,58501
1366484404,"MID DAKOTA CLINIC, PC",O,BISMARCK,ND,Ambulatory Surgical Center,F,44360,Examination of small bowel using an endoscope,27,28,542.2,403.33892857,58501
1366484404,"MID DAKOTA CLINIC, PC",O,BISMARCK,ND,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,88,88,542.2,407.94090909,58501
1366633257,"JAESOO PAK, MD",O,CERRITOS,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",28,28,691.32,534.70714286,90703
1366635609,"APPLE SURGERY CENTER, INC",O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",55,55,653.24,504.91818182,93312
1366635609,"APPLE SURGERY CENTER, INC",O,BAKERSFIELD,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,653.24,505.49923077,93312
1366643751,"SPECIALTY SURGICAL CENTER OF THOUSAND OAKS, L.P.",O,WESTLAKE VILLAGE,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,11,710.76,557.24,91361
1376518357,ORLANDO FL ENDOSCOPY ASC LLC,O,ORLANDO,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,19,27,578.86,434.51333333,32806
1376536482,BEND SURGERY CENTER LLC,O,BEND,OR,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,13,668.77,508.64846154,97701
1376574814,"ROCHESTER ENDOSCOPY & SURGERY CENTER, L.L.C.",O,ROCHESTER HILLS,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,23,24,578.54083333,453.57916667,48307
1376574814,"ROCHESTER ENDOSCOPY & SURGERY CENTER, L.L.C.",O,ROCHESTER HILLS,MI,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",57,58,585.75655172,457.75224138,48307
1376574814,"ROCHESTER ENDOSCOPY & SURGERY CENTER, L.L.C.",O,ROCHESTER HILLS,MI,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",16,17,590.85,459.71823529,48307
1376591156,"CENTRAL PARK SURGERY CENTER, L.P.",O,ARLINGTON,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,20,592.86,457.6265,76014
1376592014,"ROSEVILLE ENDOSCOPY CENTER, LLC",O,ROSEVILLE,CA,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,15,19,767.07052632,601.37947368,95661
1376592014,"ROSEVILLE ENDOSCOPY CENTER, LLC",O,ROSEVILLE,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,51,809.38,628.69196078,95661
1376592204,PALMETTO ENDOSCOPY CENTER LLC,O,CHARLESTON,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,12,526.83666667,413.03333333,29414
1376592204,PALMETTO ENDOSCOPY CENTER LLC,O,CHARLESTON,SC,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",12,13,574.73,450.58,29414
1386602332,"THREE RIVERS ENDOSCOPY CENTER, INC.",O,MOON TOWNSHIP,PA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,30,558.59233333,437.304,15108
1386619682,"HUTCHINSON CLINIC, P.A., INC.",O,HUTCHINSON,KS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,71,76,538.18,420.90644737,67502
1386619708,ORLANDO FL ENDOSCOPY ASC LLC,O,OCOEE,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,20,578.86,453.83,34761
1386650778,NORTH BEND MEDICAL CENTER INC,O,COOS BAY,OR,Ambulatory Surgical Center,F,43202,Biopsy of esophagus using an endoscope,16,16,623.71,460.961875,97420
1386657047,"THEDA OAKS GASTROENTEROLOGY & ENDOSCOPY CENTER, LLC",O,SAN ANTONIO,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,51,59,565.81,432.11101695,78258
1386657047,"THEDA OAKS GASTROENTEROLOGY & ENDOSCOPY CENTER, LLC",O,SAN ANTONIO,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",38,39,565.81,430.80692308,78258
1386696458,"THE ENDOSCOPY CENTER OF LAKE COUNTY, LLC",O,MENTOR,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,20,583.67,457.6,44060
1386721249,"ALLIED PHYSICIANS SURGERY CENTER, LLC",O,SOUTH BEND,IN,Ambulatory Surgical Center,F,43191,Diagnostic examination of esophagus using an endoscope,26,28,396.02428571,304.9575,46635
1386796332,TOLEDO CLINIC INCORPORATED,O,TOLEDO,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,43,45,576.92,438.582,43623
1386823854,THE GLENDALE AZ ENDOSCOPY ASC LLC,O,GLENDALE,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,15,612.67,449.66466667,85304
1386833044,THE POTTSVILLE PA ENDOSCOPY ASC LP,O,POTTSVILLE,PA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",26,26,549.14,428.17846154,17901
1386882587,BAYLOR SURGICARE AT GRANBURY LLC,O,GRANBURY,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,13,592.86,464.8,76048
1386892230,"NORMAN ENDOSCOPY CENTER, LLC",O,NORMAN,OK,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,11,18,564.53055556,432.10833333,73071
1396009346,PARAMUS ENDOSCOPY LLC,O,PARAMUS,NJ,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",37,37,696.4,545.98,07652
1396009346,PARAMUS ENDOSCOPY LLC,O,PARAMUS,NJ,Ambulatory Surgical Center,F,43238,Ultrasound guided needle aspiration or biopsies of esophagus using an endoscope,15,16,696.4,545.98,07652
