CBSA,zip
40220,24022
40220,24023
40220,24024
40220,24025
40220,24026
40220,24027
40220,24028
40220,24029
40220,24030
40220,24031
40220,24032
40220,24033
40220,24034
40220,24035
40220,24036
40220,24037
40220,24038
99999,24053
19260,24054
32300,24054
32300,24055
99999,24055
40220,24055
13980,24058
40220,24059
13980,24059
99999,24059
13980,24060
13980,24061
13980,24062
13980,24063
40220,24064
31340,24064
40220,24065
40220,24066
99999,24066
40220,24067
13980,24068
19260,24069
40220,24070
13980,24070
99999,24072
13980,24073
99999,24076
40220,24077
32300,24078
40220,24079
99999,24079
99999,24082
40220,24083
14140,24084
13980,24084
99999,24085
40220,24085
13980,24086
13980,24087
40220,24087
40220,24088
99999,24088
32300,24089
40220,24090
40220,24091
99999,24091
40220,24092
13980,24093
31340,24095
40220,24101
31340,24101
40220,24102
32300,24102
31340,24104
99999,24105
13980,24111
32300,24112
40220,24112
99999,24120
40220,24121
31340,24121
31340,24122
13980,24124
14140,24124
13980,24126
40220,24127
13980,24128
40220,24128
13980,24129
40220,24130
40220,24131
13980,24132
99999,24133
32300,24133
13980,24134
14140,24134
13980,24136
19260,24137
40220,24137
13980,24138
99999,24138
19260,24139
31340,24139
99999,24141
13980,24141
13980,24142
40220,24146
13980,24147
32300,24148
99999,24149
13980,24149
13980,24150
40220,24151
40220,24153
40220,24155
19260,24161
13980,24162
99999,24162
32300,24165
99999,24165
13980,24167
32300,24168
99999,24171
31340,24174
40220,24175
40220,24176
99999,24177
31340,24179
40220,24179
40220,24184
99999,24185
28700,24201
28700,24202
28700,24203
28700,24209
28700,24210
28700,24211
28700,24212
13720,24215
13720,24216
99999,24217
99999,24218
13720,24219
99999,24219
99999,24220
99999,24221
28700,24221
99999,24224
99999,24225
99999,24226
99999,24228
13720,24230
99999,24230
28700,24230
28700,24236
99999,24236
99999,24237
99999,24239
99999,24243
99999,24244
28700,24244
28700,24245
13720,24246
99999,24248
28700,24250
28700,24251
99999,24256
28700,24258
99999,24260
99999,24263
99999,24265
99999,24266
99999,24269
28700,24270
99999,24271
28700,24271
99999,24272
13720,24273
99999,24277
13720,24279
99999,24280
99999,24281
99999,24282
99999,24283
13720,24283
28700,24290
28700,24292
99999,24292
13720,24293
13980,24301
99999,24311
99999,24312
99999,24313
13980,24313
14140,24314
13980,24315
14140,24315
99999,24316
14140,24316
99999,24317
14140,24318
99999,24318
28700,24319
99999,24319
99999,24322
99999,24323
13980,24324
99999,24324
99999,24325
99999,24326
28700,24327
99999,24328
99999,24330
99999,24333
28700,24340
99999,24340
99999,24343
99999,24347
13980,24347
99999,24348
99999,24350
99999,24351
99999,24352
99999,24354
99999,24360
28700,24361
99999,24363
14140,24366
99999,24368
99999,24370
28700,24370
99999,24374
99999,24375
14140,24377
99999,24378
99999,24380
99999,24381
99999,24382
44420,24401
44420,24402
44420,24411
99999,24412
99999,24413
99999,24415
99999,24416
44420,24421
40220,24422
99999,24422
40220,24426
99999,24426
99999,24430
44420,24430
44420,24431
99999,24432
44420,24432
99999,24433
99999,24435
44420,24437
40220,24438
44420,24439
99999,24439
44420,24440
25500,24441
44420,24441
99999,24442
99999,24445
99999,24448
99999,24450
40220,24450
99999,24457
99999,24458
44420,24459
99999,24459
99999,24460
44420,24463
16820,24464
99999,24465
44420,24467
44420,24469
25500,24471
99999,24472
44420,24472
99999,24473
99999,24474
44420,24476
99999,24476
44420,24477
44420,24479
44420,24482
31340,24483
44420,24483
99999,24483
16820,24483
99999,24484
44420,24485
44420,24486
25500,24486
99999,24487
31340,24501
31340,24502
31340,24503
31340,24504
31340,24506
31340,24513
31340,24514
31340,24515
31340,24517
99999,24520
16820,24521
31340,24521
99999,24522
31340,24522
31340,24523
31340,24526
19260,24527
99999,24528
31340,24528
99999,24529
32300,24530
19260,24530
19260,24531
31340,24533
99999,24534
99999,24535
31340,24536
31340,24538
99999,24539
19260,24540
19260,24541
19260,24549
31340,24550
31340,24551
16820,24553
99999,24553
31340,24553
31340,24554
99999,24555
31340,24556
99999,24557
19260,24557
99999,24558
99999,24562
16820,24562
19260,24563
99999,24565
19260,24565
19260,24566
19260,24569
31340,24569
99999,24569
31340,24570
31340,24571
31340,24572
31340,24574
31340,24576
99999,24577
19260,24577
99999,24578
99999,24579
40220,24579
99999,24580
16820,24581
19260,24586
31340,24588
99999,24589
99999,24590
16820,24590
19260,24592
99999,24592
31340,24593
99999,24594
19260,24594
31340,24595
99999,24597
19260,24597
99999,24598
99999,24599
16820,24599
14140,24601
14140,24602
99999,24603
14140,24604
14140,24605
14140,24606
99999,24607
14140,24608
99999,24609
14140,24609
14140,24612
14140,24613
99999,24614
14140,24619
99999,24620
14140,24622
99999,24622
99999,24624
99999,24627
99999,24628
14140,24630
99999,24631
99999,24634
14140,24635
14140,24637
99999,24639
14140,24639
14140,24640
14140,24641
99999,24646
14140,24647
99999,24649
14140,24651
99999,24656
99999,24657
99999,24658
14140,24701
14140,24712
14140,24714
14140,24715
99999,24716
99999,24719
14140,24724
99999,24726
14140,24729
14140,24731
14140,24732
14140,24733
99999,24736
14140,24736
14140,24737
14140,24738
14140,24739
14140,24740
14140,24747
99999,24801
99999,24808
99999,24811
99999,24813
99999,24815
99999,24816
99999,24817
99999,24818
99999,24822
99999,24823
99999,24826
99999,24827
99999,24828
99999,24829
99999,24830
99999,24831
99999,24834
99999,24836
99999,24839
99999,24843
99999,24844
99999,24845
99999,24846
99999,24847
99999,24848
99999,24849
99999,24850
99999,24851
99999,24853
99999,24854
99999,24855
99999,24857
99999,24860
99999,24861
99999,24862
99999,24866
99999,24867
99999,24868
99999,24869
99999,24870
99999,24871
99999,24872
99999,24873
99999,24874
99999,24878
99999,24879
99999,24880
99999,24881
99999,24882
99999,24884
99999,24887
99999,24888
99999,24892
99999,24894
99999,24895
99999,24898
99999,24901
99999,24910
99999,24915
99999,24916
99999,24918
99999,24920
99999,24924
99999,24925
99999,24927
99999,24931
99999,24934
99999,24935
99999,24938
99999,24941
99999,24943
99999,24944
99999,24945
99999,24946
99999,24951
99999,24954
99999,24957
99999,24962
99999,24963
99999,24966
99999,24970
99999,24974
99999,24976
99999,24977
99999,24981
99999,24983
99999,24984
99999,24985
99999,24986
99999,24991
99999,24993
13220,25002
16620,25003
48540,25003
99999,25005
13220,25007
13220,25008
16620,25009
26580,25011
16620,25015
16620,25019
16620,25021
34350,25022
16620,25024
16620,25025
16620,25026
16620,25028
16620,25030
13220,25031
26580,25033
16620,25035
13220,25036
16620,25039
13220,25040
16620,25043
99999,25043
13220,25044
99999,25045
16620,25045
34350,25047
13220,25048
16620,25049
16620,25051
16620,25053
16620,25054
99999,25059
13220,25059
16620,25059
13220,25060
16620,25061
13220,25062
99999,25063
16620,25063
16620,25064
16620,25067
26580,25070
16620,25071
99999,25071
16620,25075
34350,25076
16620,25079
16620,25081
26580,25082
38580,25082
16620,25083
13220,25083
13220,25085
16620,25086
16620,25088
13220,25090
16620,25093
16620,25102
16620,25103
38580,25106
16620,25107
16620,25108
34350,25108
26580,25109
16620,25110
16620,25111
16620,25112
16620,25113
16620,25114
13220,25115
13220,25118
13220,25119
34350,25121
38580,25123
26580,25123
26580,25124
16620,25124
99999,25125
16620,25125
16620,25126
16620,25130
16620,25132
16620,25133
16620,25134
13220,25136
16620,25136
13220,25139
13220,25140
99999,25141
16620,25141
16620,25142
16620,25143
26580,25143
16620,25148
16620,25149
16620,25154
16620,25156
16620,25159
26580,25159
16620,25160
13220,25161
16620,25162
16620,25164
99999,25164
16620,25165
26580,25168
16620,25169
13220,25173
13220,25174
26580,25177
16620,25177
13220,25180
16620,25181
34350,25183
13220,25185
13220,25186
38580,25187
16620,25193
16620,25201
16620,25202
16620,25203
16620,25204
16620,25205
16620,25206
16620,25208
16620,25209
13220,25209
16620,25211
26580,25213
16620,25214
16620,25231
99999,25234
16620,25235
99999,25235
38580,25239
16620,25239
16620,25241
38580,25241
16620,25243
99999,25243
16620,25244
99999,25244
16620,25245
26580,25245
38580,25247
16620,25248
26580,25248
99999,25251
37620,25252
16620,25252
99999,25252
38580,25253
99999,25259
38580,25260
99999,25261
16620,25262
16620,25264
38580,25264
38580,25265
99999,25266
99999,25267
99999,25268
37620,25270
99999,25270
16620,25271
37620,25275
16620,25275
99999,25276
16620,25285
16620,25286
99999,25286
38580,25287
16620,25301
16620,25302
16620,25303
16620,25304
16620,25305
16620,25306
16620,25309
16620,25311
16620,25312
26580,25312
16620,25313
16620,25314
16620,25315
16620,25317
16620,25320
16620,25321
16620,25322
16620,25323
16620,25324
16620,25325
16620,25326
16620,25327
16620,25328
16620,25329
16620,25330
16620,25331
16620,25332
16620,25333
16620,25334
16620,25335
16620,25336
16620,25337
16620,25338
16620,25339
16620,25361
16620,25362
16620,25364
16620,25387
16620,25389
16620,25396
25180,25401
25180,25402
25180,25403
47900,25404
25180,25404
47900,25405
25180,25405
25180,25411
25180,25413
47900,25414
25180,25419
25180,25420
25180,25421
25180,25422
49020,25422
47900,25423
47900,25425
25180,25427
25180,25428
47900,25430
25180,25430
49020,25431
47900,25432
25180,25434
49020,25434
49020,25437
47900,25438
47900,25441
47900,25442
25180,25443
47900,25443
49020,25444
47900,25446
16620,25501
38580,25502
38580,25503
26580,25504
34350,25505
16620,25506
26580,25506
26580,25507
34350,25508
16620,25508
26580,25510
16620,25510
26580,25511
26580,25512
26580,25514
38580,25515
26580,25517
26580,25520
38580,25520
16620,25521
16620,25523
26580,25523
26580,25524
34350,25524
16620,25524
26580,25526
16620,25526
16620,25529
26580,25530
26580,25534
16620,25534
26580,25535
26580,25537
16620,25540
26580,25541
38580,25541
16620,25544
26580,25545
34350,25547
38580,25550
26580,25555
26580,25557
16620,25557
26580,25559
26580,25560
26580,25562
16620,25564
16620,25565
16620,25567
26580,25569
26580,25570
16620,25571
16620,25573
34350,25601
34350,25606
34350,25607
99999,25608
34350,25611
34350,25612
34350,25614
34350,25617
99999,25617
99999,25621
34350,25624
34350,25625
34350,25628
34350,25630
34350,25632
34350,25634
34350,25635
34350,25637
34350,25638
34350,25639
34350,25644
34350,25646
34350,25647
34350,25649
99999,25650
99999,25651
34350,25652
34350,25653
34350,25654
99999,25661
99999,25666
99999,25667
26580,25669
99999,25670
34350,25671
26580,25671
99999,25671
99999,25672
26580,25674
99999,25674
99999,25676
99999,25678
99999,25685
99999,25686
99999,25688
99999,25690
99999,25691
99999,25692
99999,25696
26580,25699
16620,25699
26580,25701
26580,25702
26580,25703
26580,25704
26580,25705
26580,25706
26580,25707
26580,25708
26580,25709
26580,25710
26580,25711
26580,25712
26580,25713
26580,25714
26580,25715
26580,25716
26580,25717
26580,25718
26580,25719
26580,25720
26580,25721
26580,25722
26580,25723
26580,25724
26580,25725
26580,25726
26580,25727
26580,25728
26580,25729
26580,25755
26580,25772
26580,25773
26580,25774
26580,25775
26580,25776
26580,25777
26580,25778
26580,25779
13220,25801
13220,25802
99999,25810
99999,25811
13220,25811
13220,25812
13220,25813
13220,25817
13220,25818
14140,25820
13220,25823
99999,25825
13220,25825
99999,25826
13220,25827
13220,25831
13220,25832
13220,25836
13220,25837
13220,25839
13220,25840
99999,25841
13220,25841
14140,25841
13220,25843
13220,25844
99999,25845
13220,25846
99999,25848
13220,25849
13220,25851
13220,25853
13220,25854
13220,25855
13220,25857
13220,25860
13220,25862
13220,25864
13220,25865
13220,25866
13220,25868
99999,25870
13220,25871
13220,25873
99999,25875
99999,25876
13220,25878
13220,25879
13220,25880
99999,25882
13220,25888
13220,25901
14140,25902
13220,25902
13220,25904
13220,25906
13220,25907
13220,25908
13220,25909
13220,25911
99999,25913
13220,25915
99999,25916
13220,25917
13220,25918
13220,25919
13220,25920
13220,25921
14140,25922
13220,25927
99999,25928
13220,25932
13220,25936
13220,25938
13220,25942
99999,25943
13220,25951
99999,25951
99999,25958
13220,25962
99999,25962
99999,25966
13220,25969
99999,25969
14140,25971
99999,25972
99999,25976
13220,25976
99999,25977
99999,25978
99999,25979
14140,25979
99999,25981
13220,25981
99999,25984
99999,25985
99999,25986
99999,25989
13220,25989
48260,26003
48540,26003
48260,26030
48540,26031
48260,26032
48540,26032
48540,26033
99999,26033
48260,26034
48260,26035
48540,26036
48260,26037
48540,26038
48540,26039
99999,26039
48540,26040
48540,26041
48260,26047
48260,26050
99999,26055
48540,26055
48260,26056
48260,26058
48540,26059
48540,26060
48260,26062
48260,26070
48540,26070
48260,26074
48540,26074
48260,26075
37620,26101
37620,26102
37620,26103
37620,26104
37620,26105
37620,26106
37620,26120
37620,26121
37620,26133
16620,26133
99999,26134
99999,26136
99999,26137
99999,26138
37620,26138
37620,26141
99999,26141
37620,26142
37620,26143
99999,26143
16620,26143
99999,26146
99999,26147
99999,26148
99999,26149
37620,26150
99999,26151
37620,26152
99999,26152
99999,26155
99999,26159
16620,26160
37620,26160
99999,26161
37620,26161
99999,26162
37620,26164
16620,26164
99999,26167
37620,26169
16620,26169
37620,26170
99999,26170
99999,26175
99999,26178
37620,26180
99999,26180
37620,26181
37620,26184
99999,26184
37620,26187
99999,26201
99999,26202
99999,26203
99999,26205
99999,26206
99999,26208
99999,26209
99999,26210
99999,26215
99999,26217
99999,26218
99999,26222
21180,26224
99999,26224
99999,26228
99999,26229
21180,26230
99999,26234
99999,26236
99999,26237
99999,26238
21180,26241
99999,26241
99999,26250
21180,26250
21180,26253
99999,26254
21180,26254
21180,26257
21180,26259
99999,26260
99999,26261
99999,26263
21180,26263
99999,26264
99999,26266
99999,26267
21180,26267
21180,26268
99999,26269
21180,26270
99999,26270
99999,26271
99999,26273
21180,26273
99999,26275
21180,26276
99999,26276
21180,26278
21180,26280
99999,26282
21180,26282
99999,26283
21180,26283
21180,26285
99999,26287
34060,26287
99999,26288
99999,26289
99999,26291
99999,26292
21180,26293
99999,26294
21180,26294
21180,26296
99999,26298
17220,26301
17220,26306
99999,26320
17220,26321
99999,26321
17220,26323
99999,26325
99999,26327
17220,26330
99999,26330
21900,26330
99999,26335
37620,26337
99999,26337
99999,26338
17220,26339
99999,26342
99999,26343
99999,26346
99999,26347
17220,26347
99999,26348
99999,26349
99999,26351
17220,26354
34060,26354
99999,26354
21900,26354
17220,26361
99999,26362
17220,26366
17220,26369
99999,26372
34060,26374
17220,26374
99999,26376
99999,26377
17220,26378
99999,26378
99999,26384
99999,26385
17220,26385
17220,26386
17220,26404
99999,26405
34060,26405
17220,26408
34060,26410
17220,26411
99999,26411
99999,26412
99999,26415
17220,26415
17220,26416
99999,26416
99999,26419
99999,26421
17220,26422
17220,26424
34060,26425
17220,26426
99999,26430
17220,26431
21900,26431
99999,26434
17220,26435
17220,26436
99999,26437
17220,26438
34060,26440
99999,26440
17220,26440
17220,26443
99999,26443
34060,26444
99999,26447
21900,26448
17220,26448
17220,26451
99999,26452
17220,26456
99999,26456
17220,26463
34060,26501
34060,26504
34060,26505
34060,26506
34060,26507
34060,26508
21900,26508
34060,26519
34060,26520
34060,26521
34060,26524
34060,26525
34060,26527
34060,26531
34060,26534
34060,26537
34060,26541
34060,26542
34060,26543
34060,26544
34060,26546
34060,26547
21900,26554
17220,26554
34060,26554
21900,26555
21900,26559
21900,26560
99999,26561
34060,26562
21900,26562
99999,26562
21900,26563
21900,26566
17220,26568
21900,26570
34060,26570
21900,26571
21900,26572
21900,26574
99999,26575
21900,26576
21900,26578
99999,26581
17220,26582
21900,26582
34060,26582
99999,26582
21900,26585
99999,26585
34060,26585
21900,26586
21900,26587
21900,26588
34060,26588
34060,26590
21900,26591
99999,26601
99999,26610
99999,26611
99999,26615
16620,26617
99999,26619
99999,26621
99999,26623
99999,26624
99999,26627
99999,26629
99999,26631
99999,26636
99999,26638
99999,26651
99999,26656
13220,26656
99999,26660
99999,26662
99999,26667
99999,26671
99999,26675
99999,26676
99999,26678
99999,26679
13220,26680
99999,26680
99999,26681
99999,26684
13220,26690
99999,26690
99999,26691
49020,26704
34060,26705
99999,26707
99999,26710
19060,26710
49020,26710
49020,26711
49020,26714
34060,26716
99999,26716
99999,26717
19060,26717
19060,26719
99999,26720
49020,26722
99999,26726
19060,26726
19060,26731
99999,26731
99999,26739
99999,26743
19060,26743
19060,26750
19060,26753
49020,26755
99999,26755
49020,26757
19060,26757
49020,26761
49020,26763
19060,26763
34060,26764
19060,26767
99999,26801
99999,26802
99999,26804
99999,26807
49020,26808
99999,26810
99999,26812
99999,26814
99999,26815
49020,26817
49020,26818
99999,26818
49020,26823
99999,26833
99999,26836
99999,26838
99999,26845
49020,26845
99999,26847
49020,26851
99999,26851
99999,26852
19060,26852
49020,26852
99999,26855
49020,26865
99999,26865
99999,26866
99999,26884
99999,26886
49180,27006
34340,27007
49180,27009
49180,27010
49180,27011
49180,27012
16740,27013
49180,27014
49180,27016
34340,27017
49180,27018
49180,27019
49180,27020
35900,27020
16740,27020
49180,27021
49180,27022
49180,27023
34340,27024
49180,27025
24660,27025
24660,27027
49180,27028
16740,27028
49180,27030
34340,27030
49180,27040
49180,27041
34340,27041
49180,27042
34340,27043
49180,27043
49180,27045
49180,27046
34340,27047
24660,27048
34340,27049
49180,27050
49180,27051
49180,27052
34340,27053
49180,27053
16740,27054
49180,27055
16740,27055
49180,27094
49180,27099
49180,27101
49180,27102
49180,27103
49180,27104
49180,27105
49180,27106
49180,27107
49180,27108
49180,27109
49180,27110
49180,27111
49180,27113
49180,27114
49180,27115
49180,27116
49180,27117
49180,27120
49180,27127
49180,27130
49180,27150
49180,27152
49180,27155
49180,27157
49180,27199
15500,27201
15500,27202
24660,27203
24660,27205
20500,27207
20500,27208
24660,27208
38240,27208
38240,27209
99999,27209
99999,27212
20500,27213
24660,27214
24660,27215
15500,27215
15500,27216
99999,27217
15500,27217
99999,27229
40460,27229
24660,27230
20500,27231
24660,27233
24660,27235
49180,27235
99999,27239
24660,27239
49180,27239
99999,27242
38240,27242
20500,27243
99999,27244
15500,27244
24660,27244
99999,27247
24660,27248
15500,27249
99999,27249
24660,27249
20500,27252
38240,27252
15500,27253
20500,27256
15500,27258
38240,27259
24660,27260
24660,27261
24660,27262
49180,27262
24660,27263
24660,27265
49180,27265
24660,27268
20500,27278
99999,27281
40460,27281
38240,27281
24660,27282
24660,27283
49180,27284
24660,27284
49180,27285
24660,27288
24660,27289
99999,27291
20500,27291
24660,27292
49180,27292
49180,27293
49180,27294
49180,27295
24660,27298
20500,27298
15500,27298
49180,27299
24660,27301
99999,27302
15500,27302
20500,27302
20500,27305
99999,27305
99999,27306
40460,27306
24660,27310
99999,27311
24660,27311
20500,27312
24660,27313
99999,27314
20500,27314
99999,27315
24660,27316
24660,27317
99999,27320
24660,27320
20500,27325
38240,27325
24660,27325
99999,27326
24660,27326
22180,27330
20500,27330
41820,27330
38240,27330
41820,27331
20500,27332
41820,27332
22180,27332
15500,27340
99999,27341
38240,27341
24660,27341
24660,27342
20500,27343
99999,27343
20500,27344
24660,27344
15500,27344
15500,27349
20500,27349
24660,27350
49180,27351
24660,27355
20500,27355
99999,27356
38240,27356
24660,27357
49180,27357
24660,27358
15500,27359
49180,27360
24660,27360
24660,27370
24660,27371
99999,27371
49180,27373
49180,27374
24660,27375
38240,27376
24660,27377
99999,27379
24660,27401
24660,27402
24660,27403
24660,27404
24660,27405
24660,27406
24660,27407
24660,27408
24660,27409
24660,27410
24660,27411
24660,27412
24660,27413
24660,27415
24660,27416
24660,27417
24660,27419
24660,27420
24660,27425
24660,27429
24660,27435
24660,27438
24660,27455
24660,27495
24660,27497
24660,27498
24660,27499
39580,27501
22180,27501
39580,27502
20500,27502
20500,27503
22180,27504
39580,27504
41820,27505
22180,27505
22180,27506
25780,27507
20500,27507
39580,27508
20500,27509
20500,27510
39580,27511
39580,27512
39580,27513
20500,27514
20500,27515
20500,27516
20500,27517
39580,27518
39580,27519
20500,27519
39580,27520
22180,27521
20500,27522
39580,27522
39580,27523
20500,27523
24140,27524
39580,27524
39580,27525
20500,27525
22180,27526
39580,27526
39580,27527
39580,27528
39580,27529
24140,27530
24140,27531
24140,27532
24140,27533
24140,27534
99999,27534
25780,27536
39580,27537
25780,27537
99999,27537
39580,27539
20500,27540
39580,27540
22180,27540
20500,27541
48980,27542
39580,27542
24140,27542
22180,27543
39580,27544
20500,27544
25780,27544
39580,27545
22180,27546
39580,27549
99999,27551
22180,27552
25780,27553
99999,27553
39580,27555
25780,27556
48980,27557
40580,27557
39580,27557
20500,27559
39580,27560
20500,27560
39580,27562
20500,27562
25780,27563
99999,27563
20500,27565
25780,27565
39580,27568
24140,27569
39580,27569
99999,27570
39580,27571
20500,27572
20500,27573
20500,27574
39580,27576
39580,27577
20500,27581
20500,27582
20500,27583
25780,27584
99999,27586
39580,27587
20500,27587
39580,27588
39580,27589
99999,27589
39580,27591
22180,27592
39580,27592
39580,27593
99999,27594
20500,27596
39580,27596
40580,27597
39580,27597
20500,27599
39580,27601
39580,27602
39580,27603
39580,27604
39580,27605
39580,27606
39580,27607
39580,27608
39580,27609
39580,27610
39580,27611
39580,27612
20500,27613
39580,27613
39580,27614
39580,27615
39580,27616
39580,27617
20500,27617
39580,27619
39580,27620
39580,27622
39580,27623
39580,27624
39580,27627
39580,27628
39580,27629
39580,27636
39580,27640
39580,27656
39580,27658
39580,27661
39580,27675
39580,27676
39580,27690
39580,27697
39580,27699
20500,27701
20500,27702
39580,27703
20500,27703
20500,27704
20500,27705
20500,27706
20500,27707
20500,27708
20500,27709
20500,27710
20500,27712
20500,27713
39580,27713
20500,27715
20500,27717
20500,27722
40580,27801
40580,27802
40580,27803
48980,27803
40580,27804
99999,27805
40260,27805
47820,27806
40580,27807
48980,27807
47820,27808
40580,27809
47820,27810
99999,27810
24780,27811
24780,27812
99999,27812
40580,27812
48980,27813
47820,27814
40580,27815
40580,27816
39580,27816
24780,27817
47820,27817
99999,27818
40580,27819
40260,27820
47820,27821
40580,27822
48980,27822
40260,27823
99999,27824
99999,27825
99999,27826
24780,27827
24780,27828
99999,27828
40580,27829
24780,27829
48980,27829
48980,27830
24140,27830
40260,27831
40260,27832
24780,27833
40580,27834
24780,27834
47820,27834
24780,27835
24780,27836
47820,27837
24780,27837
40260,27839
99999,27840
99999,27841
40260,27842
99999,27842
40260,27843
40580,27843
99999,27843
99999,27844
40260,27844
40260,27845
99999,27846
99999,27847
99999,27849
40260,27850
99999,27850
48980,27851
24140,27851
40580,27852
48980,27852
24780,27852
40260,27853
40260,27855
99999,27855
40580,27856
99999,27857
24780,27858
99999,27860
47820,27860
99999,27861
40260,27862
99999,27863
39580,27863
24140,27863
40580,27864
47820,27865
99999,27865
40260,27866
40260,27867
40580,27868
99999,27869
40260,27869
40260,27870
24780,27871
47820,27871
99999,27871
99999,27872
48980,27873
40260,27874
99999,27875
40260,27876
40260,27877
40580,27878
24780,27879
48980,27880
40580,27880
40580,27881
40580,27882
39580,27882
48980,27883
24140,27883
99999,27883
24780,27884
99999,27885
24780,27886
40580,27886
40260,27887
24780,27888
99999,27888
48980,27888
24780,27889
99999,27889
47820,27889
40260,27890
40260,27891
40580,27891
99999,27892
48980,27893
48980,27894
48980,27895
48980,27896
40580,27896
99999,27897
40260,27897
21020,27906
21020,27907
47260,27909
21020,27909
99999,27910
28620,27915
47260,27916
47260,27917
21020,27919
99999,27919
47260,27919
28620,27920
47260,27921
99999,27922
47260,27923
99999,27924
99999,27925
47260,27926
47260,27927
99999,27928
47260,27929
99999,27932
21020,27932
47260,27935
28620,27936
47260,27937
47260,27938
47260,27939
47260,27941
99999,27942
28620,27943
21020,27944
47260,27946
21020,27946
99999,27946
47260,27947
28620,27948
28620,27949
47260,27950
28620,27953
28620,27954
47260,27956
99999,27957
47260,27958
28620,27959
99999,27960
99999,27962
47820,27962
47260,27964
47260,27965
47260,27966
99999,27967
28620,27968
47260,27969
99999,27970
47260,27973
47260,27974
47260,27976
28620,27978
47260,27979
21020,27980
99999,27980
28620,27981
99999,27983
21020,27985
99999,27986
10620,28001
10620,28002
16740,28006
16740,28007
10620,28009
16740,28010
16740,28012
16740,28016
43140,28017
22580,28018
25860,28018
22580,28019
43140,28020
22580,28020
43140,28021
16740,28021
16740,28023
22580,28024
16740,28025
16740,28026
16740,28027
16740,28031
16740,28032
16740,28033
16740,28034
16740,28035
16740,28036
16740,28037
25860,28037
43140,28038
16740,28039
22580,28040
43140,28040
16740,28041
43140,28042
22580,28043
16740,28052
16740,28053
16740,28054
16740,28055
16740,28056
16740,28070
16740,28071
10620,28071
16740,28072
43140,28073
22580,28074
16740,28075
22580,28076
16740,28077
16740,28078
16740,28079
16740,28080
16740,28081
16740,28082
16740,28083
43140,28086
16740,28086
16740,28088
43140,28089
25860,28090
16740,28090
43140,28090
16740,28091
25860,28092
16740,28092
16740,28093
16740,28097
10620,28097
16740,28098
16740,28101
16740,28102
16740,28103
16740,28104
16740,28105
16740,28106
10620,28107
16740,28107
16740,28108
10620,28109
16740,28110
16740,28111
16740,28112
43140,28114
22580,28114
16740,28115
16740,28117
16740,28119
16740,28120
16740,28123
16740,28124
10620,28124
16740,28125
16740,28126
16740,28127
49180,28127
10620,28127
99999,28127
10620,28128
10620,28129
16740,28130
16740,28133
16740,28134
16740,28135
43140,28136
16740,28137
10620,28137
16740,28138
99999,28139
22580,28139
16740,28144
16740,28145
16740,28146
16740,28147
43140,28150
22580,28150
43140,28151
43140,28152
16740,28159
22580,28160
10620,28163
16740,28164
16740,28166
32000,28167
22580,28167
43140,28168
25860,28168
16740,28168
43140,28169
16740,28170
16740,28173
16740,28174
16740,28201
16740,28202
16740,28203
16740,28204
16740,28205
16740,28206
16740,28207
16740,28208
16740,28209
16740,28210
16740,28211
16740,28212
16740,28213
16740,28214
16740,28215
16740,28216
16740,28217
16740,28219
16740,28220
16740,28221
16740,28222
16740,28223
16740,28224
16740,28226
16740,28227
16740,28228
16740,28229
16740,28230
16740,28231
16740,28232
16740,28233
16740,28234
16740,28235
16740,28236
16740,28237
16740,28241
16740,28244
16740,28246
16740,28247
16740,28256
16740,28262
16740,28266
16740,28269
16740,28270
16740,28271
16740,28273
16740,28274
16740,28277
16740,28278
16740,28280
16740,28281
16740,28282
16740,28284
16740,28285
16740,28287
16740,28288
16740,28297
16740,28299
22180,28301
22180,28302
22180,28303
22180,28304
22180,28305
99999,28306
22180,28306
22180,28307
22180,28308
22180,28309
22180,28310
22180,28311
99999,28312
22180,28312
22180,28314
38240,28315
22180,28315
22180,28318
99999,28318
99999,28320
22180,28323
99999,28325
22180,28326
38240,28326
41820,28326
38240,28327
99999,28328
99999,28329
40460,28330
22180,28331
99999,28332
24140,28333
22180,28334
99999,28334
39580,28334
99999,28337
40460,28338
99999,28338
22180,28339
31300,28340
99999,28341
22180,28342
29900,28343
99999,28344
22180,28344
29900,28345
40460,28345
38240,28347
40460,28347
22180,28348
99999,28349
38240,28350
29900,28351
40460,28351
31300,28352
29900,28352
29900,28353
41820,28355
22180,28356
31300,28357
22180,28357
31300,28358
31300,28359
31300,28360
31300,28362
40460,28363
29900,28363
29900,28364
22180,28364
31300,28364
99999,28365
24140,28365
39580,28366
99999,28366
40460,28367
22180,28368
31300,28369
38240,28370
31300,28371
22180,28371
31300,28372
38240,28373
38240,28374
31300,28375
22180,28376
22180,28377
31300,28377
31300,28378
40460,28379
40460,28380
22180,28382
99999,28382
31300,28383
22180,28384
31300,28384
99999,28384
99999,28385
31300,28386
22180,28386
38240,28387
38240,28388
22180,28390
99999,28391
22180,28391
99999,28392
99999,28393
38240,28394
22180,28395
29900,28396
99999,28398
99999,28399
22180,28399
34820,28401
48900,28401
48900,28402
48900,28403
48900,28404
48900,28405
48900,28406
48900,28408
48900,28409
48900,28410
48900,28411
48900,28412
34820,28420
48900,28421
99999,28421
34820,28422
99999,28423
99999,28424
48900,28425
48900,28428
48900,28429
99999,28430
99999,28431
99999,28432
99999,28433
99999,28434
99999,28435
48900,28435
